		00:03:52:29:ca:d1	00:03:52:29:ca:d2	00:03:52:2b:84:01	00:03:52:2b:84:02	00:03:52:2b:85:51	00:03:52:2b:85:52	00:03:52:2b:89:c1	00:03:52:2b:89:c2	00:03:52:78:55:01	00:03:52:78:55:02	00:03:52:78:62:c1	00:03:52:78:62:c2	00:03:52:96:ac:51	00:03:52:96:ac:52	00:03:52:96:ba:11	00:03:52:96:ba:12	00:03:52:e3:85:51	00:03:52:e3:85:52	00:03:52:e3:89:c1	00:03:52:e3:89:c2	00:03:52:e3:8b:11	00:03:52:e3:8b:12	00:03:52:e5:44:41	00:03:52:e5:44:42	00:0e:a6:3f:d7:00	00:12:0e:78:58:34	00:18:0a:35:58:14	00:19:a9:40:40:20	00:19:a9:40:40:21	00:19:a9:40:40:22	00:19:a9:40:40:23	00:19:a9:40:40:24	00:19:a9:40:40:25	00:19:a9:40:40:2a	00:19:a9:40:40:2c	00:19:a9:40:40:2d	00:19:a9:40:40:2f	00:21:d8:e0:0a:b0	00:21:d8:e0:0a:b1	00:21:d8:e0:0a:b2	00:21:d8:e0:0a:b3	00:21:d8:e0:0a:b4	00:21:d8:e0:0a:b5	00:21:d8:e0:0a:b6	00:21:d8:e0:0a:c0	00:21:d8:e0:0a:c1	00:21:d8:e0:0a:c2	00:21:d8:e0:0a:c3	00:21:d8:e0:0a:c4	00:21:d8:e0:0a:c5	00:21:d8:e0:0a:c6	00:23:33:a2:48:b0	00:23:33:a2:48:b1	00:23:33:a2:48:b2	00:23:33:a2:48:b3	00:23:33:a2:48:b4	00:23:33:a2:48:b5	00:23:33:a2:48:ba	00:23:33:a2:48:bc	00:23:33:a2:48:bd	00:23:33:a2:48:bf	00:26:f2:14:f0:42	00:3a:99:04:6a:10	00:3a:99:04:6a:11	00:3a:99:04:6a:12	00:3a:99:04:6a:13	00:3a:99:04:6a:14	00:3a:99:04:6a:15	00:3a:9a:4e:81:e0	00:3a:9a:4e:81:e1	00:3a:9a:4e:81:e2	00:3a:9a:4e:81:e3	00:3a:9a:4e:81:e4	00:3a:9a:4e:81:e5	00:3a:9a:51:ab:50	00:3a:9a:51:ab:51	00:3a:9a:51:ab:52	00:3a:9a:51:ab:53	00:3a:9a:51:ab:54	00:3a:9a:51:ab:55	00:3a:9a:51:ab:5a	00:3a:9a:51:ab:5c	00:3a:9a:51:ab:5d	00:3a:9a:51:ab:5f	00:3a:9a:51:b2:b0	00:3a:9a:51:b2:b1	00:3a:9a:51:b2:b2	00:3a:9a:51:b2:b3	00:3a:9a:51:b2:b4	00:3a:9a:51:b2:b5	06:18:0a:35:58:14	16:18:0a:35:58:14	1a:72:b7:27:46:c0	1e:77:1c:44:c4:45	20:4e:7f:5a:e6:68	20:4e:7f:5a:fc:88	20:c9:d0:19:33:83	20:c9:d0:19:33:84	28:c6:8e:19:a6:56	48:f8:b3:84:82:eb	48:f8:b3:84:82:ec	70:56:81:c9:11:eb	74:ea:3a:d6:67:04	88:51:fb:8a:bc:40	88:51:fb:8a:bc:41	88:51:fb:8a:bc:50	88:51:fb:8a:bc:51	8c:2d:aa:52:94:ab	9e:6c:04:9c:49:c5	ae:18:26:2b:1e:95	c0:3f:0e:c4:b2:bc	c0:3f:0e:c4:c8:b2	c8:cb:b8:9e:01:60	c8:cb:b8:9e:01:61	c8:cb:b8:ec:1b:40	c8:cb:b8:ec:1b:41	c8:cb:b8:ec:1b:50	c8:cb:b8:ec:1b:51	c8:cb:b8:f9:8d:c0	c8:cb:b8:f9:8d:c1	c8:cb:b8:f9:8d:d0	c8:cb:b8:f9:8d:d1	d8:30:62:31:7e:27	d8:9d:67:91:d0:f0	d8:9d:67:91:d0:f1	e8:39:35:64:4a:a0	e8:39:35:64:4a:a1
22.8	6.6	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-84	-80	-100	-100	-100	-100	-100	-61	-56	-63	-65	-70	-100	-100	-100	-88	-100	-100	-100	-100	-100	-100	-56	-53	-65	-62	-100	-72	-74	-100	-100
23.4	6.6	-100	-100	-100	-100	-88	-86	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-91	-100	-100	-90	-100	-100	-100	-100	-89	-100	-100	-100	-89	-75	-100	-100	-100	-92	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-77	-80	-100	-100	-100	-100	-100	-63	-59	-61	-61	-74	-100	-100	-100	-85	-100	-100	-100	-100	-100	-100	-69	-69	-74	-74	-100	-69	-69	-100	-100
24	6.6	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-92	-100	-100	-94	-100	-100	-100	-100	-93	-100	-89	-90	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-91	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-84	-78	-100	-100	-100	-100	-100	-63	-67	-58	-59	-72	-100	-100	-100	-87	-100	-100	-100	-100	-100	-100	-64	-63	-64	-66	-100	-76	-75	-100	-100
35.4	6.6	-100	-100	-88	-88	-84	-84	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-90	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-82	-100	-100	-100	-100	-83	-86	-87	-100	-87	-100	-86	-100	-100	-100	-85	-100	-100	-89	-89	-100	-100	-90	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-81	-75	-100	-100	-100	-100	-100	-64	-59	-70	-69	-76	-100	-100	-100	-87	-100	-100	-100	-100	-100	-100	-61	-62	-72	-76	-100	-70	-68	-100	-88
36	6.6	-81	-100	-78	-79	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-80	-100	-100	-100	-69	-71	-74	-72	-100	-100	-100	-80	-79	-100	-83	-100	-100	-71	-70	-71	-70	-78	-100	-100	-79	-100	-100	-83	-100	-78	-78	-100	-82	-77	-79	-66	-64	-64	-64	-66	-66	-46	-46	-47	-47	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-67	-70	-64	-100	-100	-100	-85	-87	-82	-82	-100	-84	-100	-85	-90	-88	-100	-100	-87	-100	-100	-100	-54	-60	-100	-100	-100	-100	-100	-39	-39	-39	-39	-89	-100	-100	-100	-62	-100	-100	-100	-100	-100	-100	-83	-84	-100	-100	-100	-50	-51	-100	-100
19.8	7.2	-73	-73	-67	-67	-100	-100	-77	-76	-100	-100	-100	-100	-100	-100	-100	-100	-71	-100	-100	-100	-64	-64	-73	-72	-100	-100	-100	-74	-75	-76	-74	-75	-76	-64	-64	-69	-69	-100	-100	-81	-100	-100	-100	-100	-74	-80	-100	-74	-76	-71	-72	-76	-73	-78	-78	-79	-80	-66	-66	-66	-67	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-84	-85	-84	-84	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-51	-58	-100	-100	-100	-100	-100	-47	-100	-43	-43	-100	-100	-100	-100	-67	-100	-100	-100	-100	-82	-84	-84	-82	-100	-100	-100	-50	-49	-100	-100
20.4	7.2	-100	-100	-94	-91	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-91	-88	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-86	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-85	-84	-100	-100	-100	-100	-100	-61	-60	-60	-62	-62	-100	-100	-100	-88	-100	-100	-100	-100	-100	-100	-66	-64	-73	-62	-100	-77	-77	-100	-100
21	7.2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-91	-88	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-93	-100	-100	-100	-100	-91	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-76	-100	-100	-100	-100	-100	-100	-68	-67	-66	-68	-75	-100	-100	-100	-87	-100	-100	-100	-100	-100	-100	-73	-74	-76	-75	-100	-79	-79	-100	-100
21.6	7.2	-100	-100	-100	-90	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-91	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-91	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-73	-80	-100	-100	-100	-100	-100	-60	-57	-57	-58	-60	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-62	-61	-65	-65	-100	-72	-72	-100	-100
22.2	7.2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-89	-87	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-90	-90	-90	-89	-89	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-86	-85	-100	-100	-100	-100	-100	-65	-100	-60	-60	-70	-100	-100	-100	-88	-100	-100	-100	-100	-100	-100	-65	-65	-70	-71	-100	-69	-69	-100	-100
22.8	7.2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-87	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-90	-90	-90	-89	-89	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-84	-81	-100	-100	-100	-100	-100	-65	-56	-56	-56	-70	-100	-100	-100	-88	-100	-100	-100	-100	-100	-100	-57	-57	-68	-69	-100	-69	-69	-100	-100
23.4	7.2	-100	-100	-100	-100	-88	-86	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-89	-100	-100	-100	-89	-75	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-79	-100	-100	-100	-100	-100	-100	-66	-59	-67	-69	-80	-100	-100	-100	-85	-100	-100	-100	-100	-100	-100	-73	-73	-72	-76	-100	-71	-71	-100	-100
24	7.2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-94	-100	-100	-100	-100	-93	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-84	-77	-100	-100	-100	-100	-100	-65	-67	-65	-65	-72	-100	-100	-100	-87	-100	-100	-100	-100	-100	-100	-64	-64	-72	-70	-100	-73	-73	-100	-100
35.4	7.2	-100	-100	-88	-88	-88	-88	-100	-100	-100	-100	-100	-89	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-82	-100	-100	-100	-100	-83	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-78	-100	-100	-100	-100	-100	-89	-64	-59	-70	-68	-79	-100	-100	-100	-89	-100	-100	-100	-100	-100	-100	-62	-63	-70	-72	-100	-70	-68	-100	-100
36	7.2	-81	-100	-73	-73	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-80	-100	-100	-100	-74	-74	-74	-72	-100	-100	-100	-80	-79	-100	-83	-100	-100	-69	-69	-69	-69	-78	-100	-100	-79	-100	-100	-83	-76	-77	-78	-100	-82	-77	-83	-64	-64	-64	-63	-65	-65	-46	-46	-46	-46	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-67	-70	-64	-100	-100	-100	-84	-84	-83	-83	-100	-85	-100	-85	-90	-100	-100	-100	-86	-100	-100	-100	-53	-52	-100	-100	-100	-100	-100	-40	-39	-41	-40	-100	-100	-100	-100	-62	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-54	-55	-100	-100
19.8	7.8	-73	-73	-71	-71	-100	-100	-77	-81	-100	-100	-100	-100	-100	-100	-100	-100	-71	-100	-100	-100	-63	-63	-73	-72	-100	-100	-100	-74	-75	-76	-74	-75	-76	-76	-76	-77	-77	-100	-74	-81	-100	-74	-100	-100	-71	-75	-74	-74	-74	-73	-73	-72	-70	-70	-74	-79	-70	-66	-66	-66	-71	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-85	-85	-85	-84	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-49	-54	-100	-100	-100	-100	-100	-50	-100	-43	-45	-100	-100	-100	-100	-60	-100	-100	-100	-100	-82	-84	-84	-82	-100	-100	-100	-49	-49	-100	-100
20.4	7.8	-100	-100	-94	-91	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-91	-88	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-91	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-84	-84	-100	-100	-100	-100	-100	-65	-63	-63	-62	-70	-100	-100	-100	-88	-100	-100	-100	-100	-100	-100	-67	-66	-75	-75	-100	-73	-74	-100	-100
22.8	7.8	-100	-100	-94	-91	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-91	-88	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-91	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-84	-100	-100	-100	-100	-100	-100	-63	-63	-67	-68	-76	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-71	-70	-70	-75	-100	-79	-79	-100	-100
23.4	7.8	-100	-100	-100	-100	-88	-86	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-79	-100	-100	-100	-100	-100	-100	-74	-78	-67	-69	-78	-100	-100	-100	-85	-100	-100	-100	-100	-100	-100	-77	-80	-80	-78	-100	-71	-71	-100	-100
24	7.8	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-94	-100	-100	-100	-100	-93	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-83	-100	-100	-100	-100	-100	-100	-67	-67	-65	-65	-68	-100	-100	-100	-87	-100	-100	-100	-100	-100	-100	-68	-68	-74	-71	-100	-73	-69	-100	-100
35.4	7.8	-100	-100	-100	-100	-88	-88	-100	-100	-100	-100	-100	-89	-100	-100	-91	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-78	-100	-100	-100	-100	-100	-84	-65	-59	-68	-68	-77	-100	-100	-100	-89	-100	-100	-100	-100	-100	-100	-70	-70	-74	-75	-100	-70	-72	-100	-100
36	7.8	-81	-100	-70	-70	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-74	-74	-74	-72	-100	-100	-100	-80	-79	-100	-100	-100	-100	-68	-68	-68	-69	-78	-100	-100	-79	-100	-86	-83	-76	-77	-82	-78	-82	-77	-82	-72	-72	-72	-69	-75	-76	-46	-46	-46	-46	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-67	-70	-64	-100	-100	-100	-81	-80	-81	-81	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-53	-51	-100	-100	-100	-100	-100	-39	-39	-39	-43	-100	-100	-100	-100	-62	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-51	-52	-100	-100
22.8	8.4	-79	-78	-67	-67	-100	-100	-77	-81	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-63	-63	-71	-70	-100	-100	-100	-74	-75	-76	-74	-75	-79	-67	-67	-70	-69	-70	-73	-100	-69	-74	-100	-72	-67	-73	-67	-74	-74	-73	-73	-72	-71	-71	-71	-72	-70	-69	-69	-69	-70	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-85	-86	-85	-87	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-48	-55	-100	-100	-100	-100	-100	-49	-100	-49	-49	-100	-100	-100	-100	-59	-100	-100	-100	-100	-82	-88	-100	-100	-100	-100	-100	-43	-42	-100	-100
23.4	8.4	-100	-100	-100	-100	-88	-86	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-82	-100	-100	-100	-100	-100	-100	-74	-78	-72	-71	-74	-100	-100	-100	-85	-100	-100	-100	-100	-100	-100	-77	-77	-75	-78	-100	-72	-71	-100	-100
24	8.4	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-83	-100	-100	-100	-100	-100	-100	-73	-73	-68	-66	-68	-100	-100	-100	-87	-100	-100	-100	-100	-100	-100	-69	-69	-71	-69	-100	-71	-69	-100	-100
35.4	8.4	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
36	8.4	-74	-72	-78	-79	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-75	-74	-65	-75	-100	-100	-100	-80	-79	-100	-80	-100	-100	-74	-75	-74	-73	-100	-100	-100	-100	-100	-86	-100	-76	-77	-82	-78	-82	-77	-82	-68	-68	-68	-67	-67	-68	-46	-46	-46	-46	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-77	-100	-100	-100	-100	-100	-85	-84	-84	-85	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-60	-51	-100	-100	-100	-100	-100	-39	-42	-47	-52	-100	-100	-100	-100	-66	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-52	-53	-100	-100
35.4	9	-78	-82	-65	-65	-100	-100	-100	-81	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-64	-65	-75	-74	-100	-100	-87	-70	-75	-100	-74	-75	-79	-71	-71	-71	-67	-70	-73	-100	-69	-74	-100	-72	-76	-77	-67	-79	-78	-73	-73	-66	-67	-67	-67	-68	-67	-66	-66	-66	-66	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-85	-86	-85	-87	-100	-100	-100	-100	-100	-100	-86	-100	-100	-100	-100	-100	-44	-57	-100	-100	-100	-100	-100	-53	-46	-50	-53	-100	-100	-100	-100	-61	-100	-100	-100	-100	-81	-80	-100	-100	-100	-100	-100	-43	-43	-100	-100
36	9	-74	-72	-73	-73	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-75	-74	-65	-71	-100	-100	-100	-100	-100	-100	-80	-100	-100	-76	-75	-74	-73	-100	-100	-100	-100	-100	-86	-100	-76	-77	-82	-78	-77	-77	-82	-68	-68	-68	-68	-67	-67	-47	-47	-47	-47	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-85	-85	-85	-85	-100	-100	-100	-100	-100	-100	-100	-100	-86	-100	-100	-100	-48	-55	-100	-100	-100	-100	-100	-42	-42	-44	-46	-100	-100	-100	-100	-66	-100	-100	-100	-100	-90	-87	-100	-100	-100	-100	-100	-51	-54	-100	-100
35.4	9.6	-74	-82	-67	-67	-100	-100	-100	-81	-100	-100	-100	-100	-100	-100	-100	-100	-100	-77	-100	-100	-68	-68	-75	-74	-100	-100	-87	-68	-100	-71	-72	-75	-79	-67	-67	-67	-67	-70	-73	-100	-69	-74	-100	-72	-76	-77	-67	-79	-78	-77	-73	-69	-69	-69	-68	-69	-71	-68	-68	-68	-68	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-85	-86	-85	-87	-100	-100	-100	-100	-100	-100	-86	-100	-100	-100	-100	-100	-54	-57	-100	-100	-100	-100	-100	-54	-46	-49	-51	-100	-100	-100	-100	-61	-100	-100	-86	-100	-81	-84	-100	-100	-100	-100	-100	-45	-44	-100	-100
36	9.6	-74	-72	-73	-73	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-75	-74	-65	-66	-100	-100	-100	-100	-100	-100	-80	-100	-100	-73	-74	-75	-73	-100	-100	-100	-100	-100	-86	-100	-78	-78	-85	-78	-77	-83	-82	-73	-72	-73	-74	-73	-73	-48	-48	-48	-48	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-85	-85	-85	-85	-100	-100	-100	-100	-100	-100	-100	-100	-86	-100	-100	-100	-48	-50	-100	-100	-100	-100	-100	-44	-42	-48	-53	-100	-100	-100	-100	-65	-100	-100	-100	-100	-90	-87	-100	-100	-100	-100	-100	-45	-46	-100	-100
